name,D_Mpc,n_points,Rmax_kpc,Nosc_Rmax_over_lambda0,chi2_reduced,R_squared,RMSE_km_s,V_max_fixed,A,zeta,lambda0_kpc,phi0_rad,Rc_kpc,success
UGC04278,9.51,25,6.69,0.6776300760972428,0.12381666498417666,0.9983695182127849,0.9864081802027215,86.3,0.5070555969000122,0.2837281803394143,9.872643254754172,6.074689385358951,1.9935104358029347,True
UGC04305,3.45,22,5.52,0.89139525984579,0.31898025626725546,0.9756581270625103,1.3445215036928684,34.85,0.2520282514326534,0.99,6.192539099832044,2.4796406418596293,1.357519436424475,True
UGC05005,53.7,11,28.61,0.49999999999999983,0.047994402490950244,0.9984330553590931,1.1016669678890632,99.25,0.08967849114188196,0.99,57.22000000000002,0.9652744253149711,2.6193684500004593,False
UGC05253,22.9,73,53.29,0.4999999999999999,3.7564831575182422,-2.4124511126229358,17.41849535577815,244.0,0.03268560409771914,0.01,106.58000000000003,5.435928386357696,0.2569669838753818,True
UGC05716,21.3,12,12.37,0.9970631719530613,0.5554312802187804,0.995131862388552,0.7685737211744897,73.075,0.3615680285286824,0.6402788701537231,12.406435567938459,5.775148360179739,1.6693609024227234,False
UGC05721,6.18,23,6.74,0.9197319467877131,0.42990453787008975,0.9792560973822559,2.4099599317937996,78.44999999999999,0.09346113785587348,0.99,7.328222123348387,1.723542252272267,0.13733788916503664,True
UGC05750,58.7,11,22.85,0.49999999999999994,0.039157455806696675,0.9998381686336568,0.31355771371544056,75.5,0.41900555274118445,0.6928181710768665,45.70000000000001,2.1099625261585873,4.140552456054652,False
UGC05764,7.47,10,3.62,0.835950016754303,1.2121850523583002,0.9872001137394848,1.2019083340521919,52.275,0.11054913730773806,0.01,4.330402449245918,1.2726642090349607,0.769274047745154,False
UGC05829,8.64,11,6.91,0.5,0.054140063087939116,0.999091298510854,0.48206686783155145,63.15,0.24022789786306906,0.047970927511165294,13.82,0.6898434421524783,1.950947767429781,False
UGC05986,8.63,15,9.41,0.8461759092416684,0.17964577285840244,0.9987630661804503,0.915066195642628,110.5,0.45503400959846163,0.5751754025951902,11.120619125676972,0.9923045133712278,1.1734607920650066,True
UGC06446,12.0,17,10.22,0.4999999999999999,0.17874530108966577,0.9818383914507423,1.8341672891022245,83.2,0.1743143889689137,0.8139170497633158,20.440000000000005,0.9885532308295909,0.8944982668930257,False
UGC06614,88.7,13,64.59,0.8450782244970083,0.11846094564278367,0.98695564243416,1.619781200758778,203.0,0.08016215406720673,0.99,76.43079436633698,6.136349717819495,0.05174149480192318,False
UGC06786,29.3,45,34.05,1.072286599790451,0.7852236119469419,0.9242704386243057,4.4468868037015925,226.0,0.02923032049720739,0.9899998028391104,31.754570099686166,1.3815121921041318,0.11452804609618046,True
UGC06787,21.3,71,37.19,2.9965052343811283,16.811946264633836,0.45313292167889063,13.776338483463078,246.5,0.05806694419433534,0.01,12.411124657247893,5.577079739518907,0.10177310875651971,True
UGC06917,18.0,11,10.47,0.4999999999999999,0.3640687197942862,0.9866360697147906,1.7994672870103394,107.5,0.04153567719165812,0.01,20.940000000000005,1.3906076686425102,2.5532775434798545,False
UGC06930,18.0,10,16.61,0.4999999999999999,0.1170233100162624,0.9936282474921375,1.281366934932003,108.0,0.0616321082976613,0.3566943408162886,33.220000000000006,1.564093072620544,2.6258633801063436,False
UGC06983,18.0,17,15.68,0.5,0.5298889989816468,0.9382880210330427,3.267607247739756,108.0,0.06037614478689027,0.17262374296748612,31.36,1.9070985923609491,2.1217710475617824,True
UGC07089,18.0,12,9.16,0.4999999999999999,0.13532609540369783,0.99455265095049,1.2877692771715066,75.65,0.36901205309873175,0.5736144948846459,18.320000000000004,0.674047256273873,1.916301026642892,False
UGC07125,19.8,13,18.68,0.8574278019324619,0.21709350415363826,0.9959602075262212,0.7199193431892849,65.25,0.16966160807771288,0.40625608354536835,21.786090861410383,6.27206585763575,2.913837283792615,True
UGC07151,6.87,11,5.5,1.0814831682472148,1.1027532404864668,0.9800471904615282,2.116018852436071,73.25,0.044428667063365956,0.99,5.085608506431015,1.4805809330236857,1.2171690578873657,True
UGC07323,8.0,10,5.82,0.509043918493202,0.10107343820990337,0.9988818414687922,0.6825070687054475,81.15,0.5867597879632468,0.5699200229110382,11.433198175174198,0.5684188408328418,0.8848684206398678,False
UGC07399,8.43,10,6.13,0.5000000000000001,0.17760196097885123,0.9968515162621882,0.9424762950084862,101.5,0.056231318382651156,0.01,12.259999999999998,0.8445478504562777,1.082058345507038,False
UGC07524,4.74,31,10.69,0.6031807151010103,0.332117510146741,0.9925839832959767,1.6339604245214685,79.94999999999999,0.11067259820571192,0.99,17.72271515379901,0.3114305095801666,1.560129811624182,False
UGC07603,4.7,12,4.11,0.7853443016150344,0.32689086777559145,0.9937907286427758,1.0685942291541353,62.25,0.10226850051525228,0.99,5.233373428123082,0.5226246705600911,0.5769685678296292,False
UGC08286,6.5,17,8.04,0.5,0.5624772828022362,0.9909986931675747,1.540294297400494,83.5,0.018789842247992114,0.01,16.08,1.798952614765299,1.395019950994471,True
UGC08490,4.65,30,10.15,0.5708939070659665,0.20073996672994698,0.9798096522601991,1.3126410604106655,77.75,0.038675395407597395,0.9899999106624493,17.779135272549286,2.246719485449448,0.5149475439845737,True
UGC08550,6.7,11,5.36,1.2454320603853,0.33928690305193,0.9961619806518975,0.5587273456623844,57.4,0.09840196394041192,0.17576772096385834,4.303727333261177,3.6726365009209596,1.0721289523945163,True
UGC08699,39.3,41,25.7,1.5632882274617972,1.264544600670499,0.4129936883723827,7.597648722716545,182.0,0.038225702588780275,0.99,16.439706733880616,4.514559778028401,0.3550657529514976,True
UGC09037,83.6,22,27.96,0.8394669212049342,0.39428241286802,0.9787303168705909,3.5750138566452034,153.0,0.06194595927906242,0.01,33.30685140025224,0.9720382198800359,4.608364075616119,True
UGC09133,57.1,68,108.31,0.5278993792598096,5.9446919308231,0.9159379790408976,6.851716635796835,228.0,0.04662464702431277,0.9899991249653604,205.17167523831174,4.001055854136299,0.1599961985913888,True
UGC11455,78.6,36,41.93,1.1703558043719489,0.958270710219932,0.9925714456891926,5.906330893474741,272.0,0.40713504516819154,0.5695196506600763,35.82671170883884,1.2303942205765666,2.690569748109406,True
UGC11557,24.2,12,10.56,0.5,0.24351160682337775,0.989773518147401,2.653976036083727,83.05,0.30493688364222515,0.808647972200221,21.12,1.8145144732644682,3.003147346317009,False
UGC11820,18.1,10,15.82,0.5057453740810315,0.5572404283577637,0.9900230926081268,2.503155891512734,79.1,0.3572189596574443,0.5029132808314909,31.280562929015122,0.8421648856589293,1.0032062681063327,False
UGC11914,16.9,65,9.83,0.5,1.4849833341078484,0.9543115501452222,5.332865475540131,284.0,0.015710399566240197,0.99,19.66,3.601749540543313,0.5148571413075314,True
UGC12506,100.6,31,49.99,0.6968792982535481,0.15754730905913478,0.9832738541548193,3.82875685107427,231.5,0.2574668960312539,0.591601026251154,71.73408669949033,2.1636368820811356,1.1211593839163412,True
UGC12632,9.77,15,10.66,0.5000000000000001,0.13100353223503547,0.9913881462150297,1.3542362741071514,73.05,0.0596339917684953,0.15698668476784086,21.319999999999997,1.042223636247953,2.4048119592231423,True
UGC12732,13.2,16,15.4,0.4999999999999999,0.29166740600723917,0.9914079864816954,1.521473549600985,93.15,0.17086403708981618,0.10903817572164272,30.800000000000008,0.4400844733986498,2.369031239107445,False
UGCA444,0.98,36,2.62,0.5,0.11350413834202877,0.9889905501963729,0.9255468643742943,35.6,0.21212829043916798,0.2218061442371622,5.24,0.7424007878633037,0.7253951280110201,True
