A,zeta,phi0,Rc,k,Mc,Vmax,chi2_red,success,name
0.8,0.01,2.550544483456816,1.920509401237295,5.0,3441868080.6986895,120.0,0.521350431507751,True,NGC4559
0.8,0.01,4.935179841850269,0.733374083820375,4.95616839727396,13523194106.21502,264.0,0.5024944277683141,True,NGC5005
0.583113849362946,0.5458470944312076,3.3684282259974845,0.10000208792736132,0.7293023588525114,2179149287.7248235,194.0,72.41302019261263,True,NGC5033
0.2220865350821628,0.28260258493711893,1.2650669783523463,0.1000045111154293,3.3338099338579728,654003481.530399,174.0,295.0498290272337,True,NGC5055
0.271398955311968,0.6307568828794022,0.8647947656156614,0.10000335752291534,0.7955079683172592,1438639840.4711504,209.0,44.2874366676935,True,NGC5371
0.8,0.021416652174041893,2.271167098011819,1.9964846264142848,5.0,1348527300.2776854,89.6,8.521299579507875,True,NGC5585
0.48571781834173006,0.6006459475210754,1.4211405715280065,0.10000015233573478,3.7843963934517273,351540771.9015952,215.0,21.776451364858087,True,NGC5907
0.19341066335076873,0.6523005678342007,5.220317044610003,2.5541264145443794,3.1269231334646133,16144132887.43324,288.0,3.3406498320441096,True,NGC5985
0.7742908555443007,0.01,1.939178778137129,1.0898978093092597,5.0,1718238767.2364924,152.0,4.758612903775852,True,NGC6015
0.2197879127077987,0.9278742350804894,4.79765309726013,0.8010111496040523,1.0662699854250248,9712417865.404333,246.0,1.8564402809218739,True,NGC6195
0.8,0.01,2.5716527529447686,0.37564099087084496,5.0,170976487.41462386,115.0,2.221002880256017,True,NGC6503
0.7541596748725374,0.6366852762481745,3.414074668236066,0.10000036028941395,1.659260746688302,1126395632.0162454,242.0,24.490103217209548,True,NGC6674
0.38164644330780967,0.01,4.164074581600947,0.19097457385873856,4.398239356959714,7524478.072130799,46.7,0.8438639523472563,True,NGC6789
0.40728156698085294,0.6157367848798763,2.418593215300099,0.10000212621637772,4.903851422562829,1445329647.1555939,155.0,53.67341687382436,True,NGC6946
0.29432199523460933,0.6345719941247571,0.7258474424659092,0.10000026823807673,2.957855094445311,1749433427.06433,238.0,3.351022605903585,True,NGC7331
0.2426686086453981,0.01,3.4141299702717807,0.7999516594857145,4.731209492732517,763860333.028149,94.5,2.1015907856465024,True,NGC7793
0.3666948406838294,0.8982204041935213,0.7138411199420198,0.1000000142603863,3.217611453408117,3151437089.6900015,214.0,5.825313345304996,True,NGC7814
0.29056768188723053,0.01,0.7069006811271835,0.1,4.905944154594315,1572803.2197423286,18.3,0.029750106250833217,True,PGC51017
0.2355951402803373,0.01,1.4505799065679696,5.1203227005541105,5.0,3005094548.882225,129.0,4.534152155470629,True,UGC00128
0.38821814539568744,0.01,1.7830865641041498,1.6660461880295456,3.668774902635701,516281808.58317465,81.0,3.7476803408273325,True,UGC00191
0.44850071019676097,0.010000000249445714,2.8908020040168925,3.3227977644563835,4.999999845500796,1720661541.225126,107.5,0.050181557287809694,True,UGC00634
0.2717659325002652,0.032436512162785945,5.42197985134285,2.2871395033271975,5.0,99040334.95308208,73.9,0.04149724403245049,True,UGC00731
0.37089493879021546,0.010000000949530697,1.4265069187306836,2.2831487037814995,3.969022535459268,304138640.21092147,60.15,0.5766613044856652,True,UGC00891
0.4357213667167109,0.01,3.7600961920023748,2.5681134827443874,5.0,1073847481.3821895,103.0,0.17089465834648596,True,UGC01230
0.8,0.016814368248288983,3.913115779409694,1.319859438359462,1.9353641598706788,87889245.70266439,56.4,0.09108117122916536,True,UGC01281
0.8,0.01,2.3753907520405013,0.5449050972702161,5.0,24941848.83674359,47.9,0.12020722626101328,True,UGC02023
0.8,0.018862455222028948,2.5582156521754387,1.479831036688711,3.194625897571853,316217829.1099163,88.3,0.7017775051257339,True,UGC02259
0.5877463604710874,0.01,5.09834453169488,1.9074018873917125,5.0,2697378733.2106986,53.1,3.0755889962476957,True,UGC02455
0.4553534395716448,0.7767421399131601,4.939271529738038,0.1000053530858267,4.974824515589532,2449869634.004365,332.0,69.96926397235737,True,UGC02487
0.26735269363653813,0.6311152251461658,3.2930846791747777,0.3729883617264996,1.7477116119207081,7403576435.808757,298.0,4.3779049027647075,True,UGC02885
0.20124400623358357,0.5119656273825028,3.200871755603777,0.10000021813081972,0.6487064405238299,128042789.60873972,182.0,136.64762277065051,True,UGC02916
0.14682993300244007,0.13729740602783969,5.241782973920248,0.2129284610960711,4.408898596119078,1608410165.0522919,263.0,199.87504137520918,True,UGC02953
0.7999994915419537,0.010000181560886053,6.183504789649793,0.8564220874660624,4.999980514818192,5549692125.030519,220.0,5.197175377596148,True,UGC03205
0.38815208198101747,0.05540895219796299,4.365421294429369,0.10000005663608036,1.4749355980111758,5066184486.721565,191.0,25.32159657156064,True,UGC03546
0.8,0.01,5.0894149697062145,3.5694548332220384,3.6315669646282593,10529562503.611012,127.0,11.003977431669794,True,UGC03580
0.6687728527184545,0.011462837455133877,0.2881053257100336,2.198364985484551,4.1570548266146945,527240923.9748732,91.3,0.2610621002765549,True,UGC04278
0.64958299846061,0.014169089118235818,2.159548921948932,0.9029400685082926,3.2799315307202677,108313963.78518482,34.6,0.1019780395640578,True,UGC04305
0.6008155244360442,0.021584538087867273,1.2952788186280038,0.8197184696959775,5.0,102250177.54085508,91.6,0.10275208810771254,True,UGC04325
0.11058442462397944,0.018437222267436194,2.358493563943405,0.38777599642676824,3.9755771709689456,13281969.235643663,24.2,0.4612921518872068,True,UGC04483
0.28767540089621724,0.01,1.4127460407418395,1.7356917061843264,4.565960692571195,502803823.16369104,73.3,0.11441795608703886,True,UGC04499
0.20268375722994872,0.01,4.903264122182936,7.187164577504928,5.0,3789809824.517539,99.4,0.06910464284139516,True,UGC05005
0.720675152239469,0.2804641895845099,3.929548631543717,0.10000007548593004,3.5036834405402333,407905780.4646716,213.0,127.79936402923886,True,UGC05253
0.4754724886940821,0.01,0.877645671478759,1.4840847565446207,5.0,353899106.2090879,56.8,1.4130168979112332,True,UGC05414
0.4844923227223144,0.012661050879646672,5.825234426565298,1.6014018949692739,4.039073040281069,243386922.28667018,73.0,0.4437537910053796,True,UGC05716
0.8,0.01,2.9023684808843293,0.3606731343661844,3.606426220263641,112284535.49486004,78.9,0.3208388285961482,True,UGC05721
0.6579185879154272,0.017120208369745444,2.39683976173903,4.348160876313573,2.413934964570633,800333113.9681159,77.6,0.08420153825285465,True,UGC05750
0.7381542059761682,0.020740253429766032,1.0673545444411776,0.1000051066776632,3.5085327615862774,93801.92200160451,50.0,0.9148118688518805,True,UGC05764
0.2916456581111167,0.010000001348621066,0.15818312636238907,2.1622492769367065,4.908311119106701,158990900.30572224,65.6,0.01663192819205649,True,UGC05829
0.07314748413579608,0.01,6.031077063583778,1.2283083149883463,5.0,42752804.468393646,42.6,0.1313050975823027,True,UGC05918
0.8,0.01,1.9697510074881657,1.4728897901563447,5.0,769090070.8871299,109.0,2.4008247690290156,True,UGC05986
0.73652157311634,0.01,0.4907771043809328,5.024531734385631,5.0,2173003504.75862,97.7,0.17613391069046913,True,UGC05999
0.31141664097321936,0.011888704216969243,1.8342212307722472,2.0868339579063155,5.0,598409938.163858,85.6,0.05858516204149017,True,UGC06399
0.2986078283252503,0.0210913613945397,3.971540665472212,1.7324691021458514,5.0,396725157.6568428,83.2,0.09678962443118914,True,UGC06446
0.8,0.01,1.3127679133040557,5.944420690132543,4.954595069706919,69198191207.18689,204.0,4.000908620387627,True,UGC06614
0.7999999932693086,0.02123624974559423,1.7748850327176877,0.7338687909059827,4.9999891698485985,123131545.05414076,42.3,0.002881514062864175,True,UGC06628
0.3793089471033049,0.0406592273750195,0.5744214372270231,1.895774815563221,4.99999869294908,59980460.13897094,85.0,0.04241924168356348,True,UGC06667
0.8,0.01,3.3950273879729624,0.60743894959944,4.912376896815408,6109536798.9577265,215.0,14.117859705506394,True,UGC06786
0.4167894852516003,0.13250579847874328,3.833758763234969,0.1892086006633695,0.8830939787972398,2462921203.209211,252.0,49.279420041432154,True,UGC06787
0.8,0.015159931677919392,5.72197094871226,2.4226554634562705,4.734940484400666,942046873.5297356,71.2,0.4223215795551207,True,UGC06818
0.23074117125910218,0.01,3.8324782308864287,2.834666304840007,2.5584124389145515,2354406387.7533493,110.0,0.24709404234182353,True,UGC06917
0.7304264001861251,0.01,4.659434512857054,1.5495679531640858,3.389118784513436,1095170335.0094576,79.3,1.0934638911971766,True,UGC06923
0.8,0.01,3.457206585531691,2.333813395294776,2.962736154186231,1648303209.3465347,108.0,0.11499805724720769,True,UGC06930
0.48366903694334284,0.2632752115273188,0.8535078249929655,0.6493620138191462,4.001082103361556,27186229965.31041,178.0,1.4751159613444698,True,UGC06973
0.7999906690757808,0.022362485139364983,4.819899554156848,2.1307753411615615,4.650388029924834,1786840005.0116796,108.0,0.5182972839025172,True,UGC06983
0.24553707350567502,0.023566162266360234,0.5824152094517621,3.5209992999624213,4.374026092037484,1953734062.7065327,77.6,0.3616493058573698,True,UGC07089
0.23244009784566333,0.01,3.680612034343628,3.0906095338986264,4.858521122956594,1199596601.659673,65.1,0.21395253476243553,True,UGC07125
0.3125019253337971,0.019909206702559364,5.430083195148901,1.2562281502112198,4.023455778990391,538670482.5958242,74.0,0.425702806315672,True,UGC07151
0.42614417301972024,0.01,0.13292494105405836,0.19897419041563671,5.0,10924894.305331549,35.2,2.289446443421196,True,UGC07232
0.14473680899183775,0.01,6.283185307179586,1.0544695413880585,4.527090861222162,228891219.58971173,74.7,0.11190061677636794,True,UGC07261
0.48863666569677866,0.01,5.808982491050793,1.8512750953096793,4.497097462595215,835803737.3217995,82.8,0.2039417021605206,True,UGC07323
0.11498454923246759,0.01,4.3903337841438805,1.2501084540921386,5.0,461764381.00764185,103.0,0.22890795758423105,True,UGC07399
0.8,0.037357033594377184,4.130434545882527,3.037223208799325,3.6804527935687634,685767428.9843985,82.3,0.2217326071629147,True,UGC07524
0.213438805884562,0.01,2.5562961852333346,0.930745317463981,3.5463691311052448,65201704.246382646,31.1,0.03440750589161461,True,UGC07559
0.43786395381388526,0.0115363031770976,2.722741974107365,0.588544979002279,3.0742692037169816,11124854.542780824,15.9,0.005177679385389642,True,UGC07577
0.7999991693129432,0.010000001469353965,4.474586091074678,1.837834489498636,2.1544994278844958,516650862.1509798,63.0,0.24963844360905627,True,UGC07603
0.37352292881152327,0.01,1.4399740794081943,1.5983020098012994,3.1795025361913902,102964862.42332871,66.0,0.11528732887288858,True,UGC07608
0.8,0.01,2.1741594582496813,0.37288108051500046,5.0,172778763.90879154,56.9,0.27697800703494063,True,UGC07690
0.26043205411859277,0.01,2.07695473821678,0.5364331596890543,3.896526711537272,18410141.88601894,30.6,0.03336786961046421,True,UGC07866
0.21135281352790825,0.028460240038768018,0.3526206160962528,1.4308045634901712,4.598953306340695,301673981.56082934,83.8,0.2732009131493007,True,UGC08286
0.8,0.01,0.09110066217550733,0.33737259287653054,3.4624616482211774,60578865.193606116,77.6,0.22459133420683344,True,UGC08490
0.18346154289402444,0.01,6.094979909571028,1.1351715291458124,3.111607834872817,208416347.88599867,57.5,0.20553509990893018,True,UGC08550
0.4825780890305026,0.8572658301639999,2.842774156565455,0.10000005385609967,1.8585648870375504,316997700.02583945,182.0,6.376025089613243,True,UGC08699
0.4231941059477432,0.01,0.8276456363784055,2.0279565164114413,3.258933962967573,320068955.35995513,46.6,0.26546573462547146,True,UGC08837
0.8,0.01,2.661150504009896,4.057830696294684,5.0,21151502321.1403,150.0,1.7889493211994398,True,UGC09037
0.5125908109625374,0.1825953365552619,5.100991046603104,0.1000002759449714,2.1569723252278217,322578831.066017,227.0,119.61449374580904,True,UGC09133
0.29721493621275896,0.6996123107532767,0.5560200610802912,0.5009643595012925,2.569561140118244,45597537.47597068,33.4,0.05940208183723621,True,UGC09992
0.8,0.019056923218173597,2.0295450985250216,0.9494855556274705,3.839481426565218,84640046.7138842,72.4,0.04521896836811485,True,UGC10310
0.7526966922235279,0.01,3.164756510589878,4.634810746651323,4.33025168675319,40837408235.81405,272.0,3.937599053740067,True,UGC11455
0.8,0.01,3.460631574539165,2.2956867579366067,3.8954977568296965,2566323404.502131,81.6,0.28787583349949847,True,UGC11557
0.8,0.01,3.267157158180482,3.0906234276665545,1.6832518955629778,540808063.7305261,81.25,4.4545153400755115,True,UGC11820
0.568072216671752,0.41221402786661937,1.5086785387249828,0.5049797242816829,4.0089968807232985,6737086952.815871,297.0,4.306769381846332,True,UGC11914
0.8,0.01,3.2637683238290056,1.432325391475938,5.0,902551215.6794175,226.0,1.8400889908202902,True,UGC12506
0.8,0.0886871426930793,1.6040750700580886,2.625365082848164,4.637270279814201,460351266.09089243,73.1,0.29278506029046164,True,UGC12632
0.49054521550067287,0.013344281847574078,5.695536808381408,3.19061180412519,5.0,850228341.8060445,95.5,0.4698466252488141,True,UGC12732
0.21091034472774184,0.01,1.8099824550618473,0.3540462498206788,3.464920884952509,19560403.16774631,28.8,0.1877548881187002,True,UGCA281
0.2430557455872165,0.01552915773825677,0.37485527814298447,1.5294261178789532,5.0,130511842.34439617,56.5,0.45583572249437543,True,UGCA442
0.8,0.0487377545750937,0.45957185691226976,1.1344516930753206,0.9706502447851685,60158517.88368417,37.6,0.09948843366645076,True,UGCA444
