name,D_Mpc,n_points,chi2_reduced,R_squared,RMSE_km_s,V_max,A,zeta,lambda0_kpc,phi0_rad,Rc_kpc,alpha_kpc,success,category
UGC06667,18.0,9,0.034497972884316525,0.9997402879793513,0.31609191706317175,92.73430830496294,0.09828282133466487,0.04261224352176637,0.8804830405919041,0.0,3.0903137221597405,1.1777366322195169,False,REJECTED
UGC06786,29.3,45,0.4719532933207395,0.9506889888643297,3.5883542239694113,226.54337466904659,0.5612139851975678,0.15420060542730846,2.225130150444256,6.265256600487174,0.11534507965191228,26.525294541117887,False,OK
UGC06787,21.3,71,6.377980887635129,0.3741578034922781,14.737551503907806,238.23209487176712,0.0625799744915625,0.01,6.556091291715093,4.870964652471649,0.07322669545664029,0.6945332004966915,True,OK
UGC06818,18.0,8,0.8561046637075882,0.9915858695117533,1.7474679981114078,88.77241944722347,0.6661274037099112,0.37080191104794036,4.644959885342998,4.113525200358047,4.680129106674837,0.05000000000000001,False,REJECTED
UGC06917,18.0,11,0.16428891181044472,0.9956771480571142,1.0234391727319303,111.61455697876433,0.030134429104732272,0.01,1.5895300496182423,0.0,2.95763475666867,0.5553673433832872,False,OK
UGC06923,18.0,6,5.836058441341834e-07,0.9999999890428674,0.00159150473079758,88.18026142680421,0.4468674485306863,0.31847509479195235,2.5378853793564122,3.4405280578774162,2.089682364974665,0.17071563435390963,False,REJECTED
UGC06930,18.0,10,0.0068020468972582555,0.9997040065968736,0.2761754559851036,110.45342259133567,0.049432368322363335,0.08404767412428903,5.424570432567292,1.6595987892367745,3.108223361539613,0.5063910241216233,False,OK
UGC06973,18.0,9,0.01980236086775475,0.9892663037233238,0.3744337397204333,192.39295027724592,0.37403028073459493,0.01486083493000128,0.35055418924174414,0.11115609783938993,1.5942061862299508,3.558434985382567,False,REJECTED
UGC06983,18.0,17,0.1722053058285683,0.9785518664009382,1.9263707132359205,113.60811501364456,0.5975211137569947,0.23539385899397827,2.827002676409646,0.0,2.9336185587580905,0.8077491624110806,False,OK
UGC07089,18.0,12,0.07653477522133159,0.9961359638263921,1.0845911322180484,87.67581114087587,1.92455480735568,0.9777478080832354,2.96082168699448,1.9749124539007243,4.829400505078508,2.4011852432694174,False,OK
UGC07125,19.8,13,0.07000919129988693,0.9984207658008285,0.4501192482340033,66.40756524759011,0.13617380247312927,0.262201118184917,13.094584343729728,4.602179937659192,3.700970291134925,0.0938191696513217,False,OK
UGC07151,6.87,11,0.07026385652826295,0.999209276955993,0.42124009495781795,77.49382511109155,0.12723121736769522,0.012959367774619973,0.2122212514645091,0.01811758808589398,1.4822290729110117,1.4005804610557286,False,OK
UGC07232,2.83,4,8.138370257373699e-10,0.9999999999789799,4.70709178003785e-05,53.27822365283953,0.21598263344448765,0.01,1.6362629138831613,0.2560439999723617,0.5154617082814864,0.5729473900727371,False,REJECTED
UGC07261,13.1,7,0.011573301238676247,0.9993957862371472,0.2301420831827084,78.1132600336362,0.31351278391489396,0.6956649226466387,5.827893590279931,3.4788542892029417,1.665786998387534,0.05000000000000001,False,REJECTED
UGC07323,8.0,10,0.09069584599610796,0.9990218180263429,0.6383594479364528,89.99692655358211,0.5721434006659004,0.70080503063087,7.995900531090242,5.675615884250525,2.3318070179070447,0.05000000000000001,False,OK
UGC07399,8.43,10,0.12868610638629618,0.9986727539675007,0.611921096853529,116.5021769043977,0.14914770209593597,0.01,12.060279300352768,0.32212852789325164,1.2483361288159722,1.771598721430173,False,OK
UGC07524,4.74,31,0.12593697554932443,0.9966368183478083,1.100351263090692,85.58116468178696,0.1722627314189467,0.99,5.212162298335981,3.99826985935648,3.7305848288356227,0.05000000000000001,False,OK
UGC07559,4.97,7,0.007760673467657019,0.9998160984976089,0.10754821524767319,37.43271063319165,0.08619111085405519,0.20719073004300645,1.682503243749011,4.1745559345810825,1.4771622093674266,0.05000000000000001,False,REJECTED
UGC07577,2.59,9,0.007039018011605665,0.9992284016056772,0.1253744507880508,25.545905585925794,0.4762493630487154,0.01,1.3732137310561157,6.283185307179586,0.9216408967761736,4.456304849123958,False,REJECTED
UGC07603,4.7,12,0.025491203089978477,0.9995176194730091,0.2978429936838991,65.83756373637503,0.11882219628386798,0.1780666752469304,1.932677849618748,5.017124441587735,1.1026214443088915,0.17343528627904536,False,OK
UGC07608,8.21,8,0.0013158035103661722,0.9999755420439318,0.08579789733022268,79.64570189143477,0.1536930021841333,0.15004939686839597,1.856718571934644,0.0,2.8647885113494733,0.44497099109164384,False,REJECTED
UGC07690,8.11,7,0.012348743116362266,0.9985816768164476,0.18102544691043423,55.31703908195606,1.9342845334398124,0.13825557243400044,0.7887559841229642,1.7962171280625507,0.11054288750879261,12.389999999999999,False,REJECTED
UGC07866,4.57,7,0.005562198392063076,0.9996971702142884,0.11472778972400322,45.773221720821574,0.446200759227639,0.4003766846519882,4.640000000000001,5.204577443538295,1.5153440813552688,0.4569561599159948,False,REJECTED
UGC08286,6.5,17,0.027197843143214162,0.9997336768444474,0.26494479290680195,85.29369235201455,0.14553147929192226,0.15314184821491236,1.7076375926226797,0.0,1.550607394162015,0.8375518075645529,False,OK
UGC08490,4.65,30,0.06518508218708487,0.9920263097734956,0.8249046761910135,78.42652185500968,0.6220349148596165,0.020140965547123902,0.2,5.804888517862278,0.05000000000000001,8.304256356007997,False,OK
UGC08550,6.7,11,0.08964665038439301,0.9980631404666409,0.3969130793971161,56.74286164888635,0.06936109348731685,0.02686917403253698,1.251893432861914,1.0606896387764677,0.9900862001241596,1.0809050812118444,False,OK
UGC08699,39.3,41,0.013456253271138375,0.994934718643264,0.705764178171224,179.99257508623762,0.159707454863086,0.08997512424492674,4.124935762267633,2.2536077629770648,0.0927152756460566,0.6473575829518112,True,OK
UGC08837,7.21,8,0.13289807238210735,0.9993737368532417,0.3573603412429766,51.33537243084198,0.17034975029647126,0.01,5.391661752055251,0.391057245504598,2.94,0.05000000000000001,False,REJECTED
UGC09037,83.6,22,0.07525342277188128,0.9893897396266678,2.524993359160062,160.37046091303975,0.045002215470713446,0.01,7.934126214353153,1.596135234230441,5.818020476365573,0.531566016670235,False,OK
UGC09133,57.1,68,5.0438684133119,0.9341590366143153,6.06383769903849,222.8956201617229,0.4141774508790484,0.27478718001928304,50.4064156221343,3.5350151158550567,0.05000000000000001,8.868290492569251,False,OK
UGC09992,10.7,5,0.00406280508828181,0.9945651244911408,0.16134088055180607,35.08948688767491,1.1807781725830773,0.6105234987402853,1.639173608994668,3.5341950381743317,0.9204933219259497,10.723490448594543,False,REJECTED
UGC10310,15.2,7,0.00017763700339403347,0.9999963865660023,0.02548990494882092,75.6012082511856,0.23879409842684163,0.5603417603969948,4.225258987694485,5.554249202098045,1.996255580505162,0.05000000000000001,False,REJECTED
UGC11455,78.6,36,1.2456634571270275,0.9893070794407954,7.086206316319672,291.3182298334537,1.8507956058326083,0.9680680677256488,76.65177308707996,5.589410544303096,29.226559856666125,107.82457675154558,False,OK
UGC11557,24.2,12,0.21416548897276416,0.9920233026405009,2.3439342690398424,95.9991889821745,0.06310262660100942,0.01,7.455775124525834,0.20730959395918033,4.657201566932879,0.05000000000000001,False,OK
UGC11820,18.1,10,0.4124109776969847,0.9957545723164445,1.6328663931555714,91.33650851181322,0.6338963971783632,0.99,9.82614702773065,3.6203342145297643,6.628445299072136,1.8395032762207408,False,OK
UGC11914,16.9,65,0.24930904939870024,0.9555044719385599,5.262784651929585,295.59078582150505,0.035760371399986085,0.01,9.858881253611289,4.089076133594444,0.5618679199150161,0.05000000000000001,False,OK
UGC12506,100.6,31,0.07274445829818346,0.9865715750802282,3.43061818124542,203.81272554374547,0.3021153241520754,0.07502965083678714,41.50764215337867,2.441204540717677,1.0388331051035888,3.009373725528157,False,OK
UGC12632,9.77,15,0.10778937048165643,0.9945609380493643,1.076237502551282,81.23237980591628,1.1131710278148186,0.01199719288938212,0.47845216725688067,5.216310199049144,3.4705725002141,31.980000000000004,False,OK
UGC12732,13.2,16,0.26046098569643106,0.9934893632008395,1.3244289497824446,115.62940886930781,2.0,0.875032443044353,15.633821871738895,5.226391455031687,10.780000000000001,46.2,False,OK
UGCA281,5.68,7,0.004626471814742148,0.9999436250376784,0.05849535965224567,31.898142609095828,2.0,0.255945606116863,0.2,0.7445990617637774,0.43565656700841865,0.6443240847815915,False,REJECTED
UGCA442,4.35,8,0.17014390949154462,0.9994975908498089,0.3335288165954482,48.31552673932069,0.2511669239998603,0.010954154938050032,2.162986935022713,6.113978674598938,1.098118721646132,2.5199400160783463,False,REJECTED
UGCA444,0.98,36,0.0659970678023824,0.9901030049845332,0.8775407277505305,46.88143672767181,0.34614693973764765,0.010280341481485414,0.5199146200585251,5.724618198478418,0.8940380345444092,7.86,False,OK
